,Structures,unique_chemcomp,G_2080,G_0,G_Xe_900K,G_Kr_900K,G_900K,delta_G0_298_900,delta_H0_Xe_298_900,delta_TS0_298_900,enthalpy_std_xenon,enthalpy_std_krypton,enthalpy_skew,enthalpy_modality,mean_grid_xenon,mean_grid_krypton,std_grid_xenon,std_grid_krypton,ASA_m2/cm3_1.2,delta_VF_18_20,PO_VF_2.0,D_i_vdw_uff298,delta_pore,D_f_vdw_uff298,pore_dist_mean,pore_dist_std,pore_dist_skewness,pore_dist_kurtosis,pore_dist_neff,pore_dist_modality,C%,O%,N%
1187,DIVPUU_clean,H2C136N68Ag17,-6.820673983444201,-7.202047178952389,-9.824307096152353,-5.2849306969352146,-4.539376399217138,2.662670779735251,-2.4854999999999983,2.2581707797352486,2.02306,2.07191,1.51604,0.3616927303032696,13.1047,13.0745,65.1707,39.5282,2491.41,0.017199999999999993,0.3897,5.62076,0.14853777777777744,5.46715,5.472222222222222,0.276998908051509,-2.1813778973403664,7.283735305482237,1.6282225237449115,0.7905846779839604,60.9865470852018,0.0,30.4932735426009
1190,DIYKED_clean,H10C558N186O310Cd31,-3.545506105812885,-3.616534048941671,6.6704999571331625,6.665037087381297,0.005462869751865718,3.6219969186935366,-1.5716999999999999,2.7321969186935355,2.32557,2.09755,1.54641,0.4309069097523106,16.2637,16.347,50.3457,34.2177,1363.86,0.022700000000000012,0.1219,4.69928,0.19764065573770484,4.33562,4.501639344262295,0.3406800351075499,-3.681994541922157,15.94428834077056,1.227850189737667,0.9129967732408077,50.95890410958904,28.31050228310502,16.986301369863014
1191,DIBQUC_clean,H510C918O221Co1,-5.3960703279191256,-5.535334795775846,-9.667405030298202,-6.97524907330965,-2.692155956988552,2.843178838787294,2.9703000000000017,-0.4664211612127094,4.34049,3.47198,0.855996,0.4434049900495934,5.07048,5.6019,47.1938,29.4453,2764.34,0.0252,0.5682,10.00553,1.5727689127324744,8.85302,8.432761087267526,1.967584145403704,-0.717196158842371,1.73302968120059,5.617976106978188,0.873828271197953,55.63636363636364,13.393939393939394,0.0
1192,DIYKAZ_clean,H11C434N62O124Cd31,-6.843443314514842,-7.0962717135792825,-1.1799203391492672,0.947432276049814,-2.127352615199081,4.968919098380201,-0.2378,3.7451190983802007,2.62427,2.24635,1.60126,0.49504179307892526,24.3013,19.6664,72.6652,43.4808,1018.7,0.01949999999999999,0.1048,4.70681,0.05923718446601978,3.53381,4.64757281553398,0.0499410530082009,0.0972019739199865,1.0094482237339404,1.9952981004325747,1.0000000000000013,65.55891238670695,18.731117824773413,9.365558912386708
1193,DIXKOL_clean,H248C434N62O310Co3,-6.403915009969734,-6.520815756586417,-9.852221971919144,-5.27985631784919,-4.572365654069954,1.9484501025164631,-1.7590000000000003,0.9529501025164668,3.02087,2.41526,0.492623,0.41209937394013557,5.07462,6.75103,54.7605,33.5825,2060.07,0.008799999999999975,0.4123,7.54773,0.21421044692737468,5.11508,7.333519553072625,0.3454321451980303,-2.4161634660635123,8.553017980562108,1.8674632085093985,0.7994658622582083,41.05960264900662,29.328287606433303,5.865657521286661
1196,DIPMAS_clean,C136O408P68Ce1,-3.1954887888042998,-3.1525740084012033,-1.2186351846080485,-0.16512848439455435,-1.0535067002134941,2.099067308187709,-2.287099999999999,1.6522673081877093,2.44564,2.3444,0.954905,0.41623346665178956,15.2138,13.2211,54.306,32.2691,2577.7,0.020699999999999996,0.3698,6.25705,0.28831385809312593,5.16189,5.968736141906874,0.516574895029671,-2.881989863601807,10.97531511467119,2.707068421683059,0.8478905140011879,22.18597063621533,66.557911908646,0.0
1197,DOGZIJ_clean,H15C527N62O124Zn31,-6.475486243623008,-8.05541319389239,-7.720345973586763,-2.521885811297584,-5.198460162289179,2.8569530316032106,-2.7147000000000006,2.526053031603211,1.77849,1.78616,2.37857,0.5162287149248639,11.4079,11.0072,62.0592,37.5684,1548.56,0.016900000000000026,0.2375,5.56526,0.1569266666666671,3.45854,5.408333333333333,0.2132747315344954,-2.3879412630944623,7.9523128022842435,1.5086335122550605,0.8428068214399212,69.433465085639,16.337285902503293,8.168642951251647
1198,DIYWIT_clean,H10C465N62O124Cd31,-4.482162550916045,-4.748141247109956,10.649856001458174,7.859203977869055,2.790652023589119,7.538793270699075,1.8337000000000003,5.587393270699075,2.85729,2.75914,1.83775,0.538625059217286,40.0632,30.8665,75.0449,41.3128,1605.8,0.062200000000000005,0.0315,4.67311,0.5022362135922336,2.67064,4.170873786407767,0.4443018015563807,-0.7010121922684464,2.519152155179026,3.542237061769616,0.5920317637991279,67.19653179190752,17.91907514450867,8.959537572254336
1199,DOHYIJ01_clean,H8C434N62O248Cu31Eu31,8.823772738200349,8.983895413847165,30.35565476337239,14.33379834598574,16.02185641738665,7.037961003539486,1.931000000000001,5.453261003539485,2.99523,2.81542,1.68145,0.5372721252665462,50.5386,31.4514,76.3196,39.3873,911.7,0.0873,0.0,4.13573,0.08300272727272695,3.3856,4.052727272727273,0.1807605603147136,-6.09318536621085,41.99259704764674,1.406322640632264,0.907943556426041,53.31695331695332,30.46683046683047,7.616707616707617
1200,DOHYIJ_clean,H8C434N62O248Cu31Eu31,12.861206713099403,12.99209115035663,37.13695383347451,17.165908899447047,19.97104493402746,6.97895378367083,1.9939,5.37075378367083,3.04811,2.80967,1.64444,0.5331155660331194,57.059,34.9621,80.5692,39.3573,871.395,0.0719,0.0,4.07955,0.10000454545454485,3.14082,3.9795454545454554,0.050360272286728,-2.4513243400778,8.07405394867285,1.3848354792560802,0.8680882075862209,53.31695331695332,30.46683046683047,7.616707616707617
1201,DIVSUY_clean,H7C465O186Eu31,-5.772358459230067,-6.443140239291132,-10.345107047098791,-6.707473429655346,-3.637633617443445,2.8055066218476874,-0.021699999999999164,1.4018066218476868,3.22878,2.80086,1.1761,0.5405394050737704,10.4736,8.86211,56.2127,33.4571,2825.55,0.03610000000000002,0.48,6.73745,0.49481137667303976,4.55391,6.24263862332696,0.6477186892332533,-1.1875491896363417,3.1105805860518854,2.9775753023524163,0.774862766331728,67.48911465892597,26.99564586357039,0.0
1203,DOJXOQ_clean,H8C496O248Pr31,-9.202463012854457,-8.923822728999376,-4.971935608160964,-1.3761887820444016,-3.595746826116562,5.328075902882814,-0.20409999999999684,4.2178759028828114,2.56081,2.18693,1.77658,0.5287469431362222,30.1224,21.9696,76.1164,42.4419,1599.41,0.04050000000000001,0.1691,5.24381,0.2297254929577468,3.47668,5.014084507042253,0.4067375437284812,-2.111249501423362,6.135821514003316,1.624818694601128,0.8894284888837535,63.346104725415074,31.673052362707537,0.0
1204,DEZCER_clean,H1173C1377N204O306Mn2,-5.809153085043313,-6.368187720799146,-5.948065885303781,-2.9103508402141816,-3.0377150450895996,3.330472675709547,-2.0788999999999973,3.0277726757095453,2.06074,1.98917,1.87043,0.4621016143890686,26.6639,20.3343,73.7216,40.1511,2788.63,0.05319999999999997,0.2574,5.21811,0.4547882006920423,3.38679,4.763321799307958,0.5192195736385116,-1.4592433978479245,3.744020735527309,6.428153621180636,0.8358370626710783,44.97060744611365,9.99346832135859,6.66231221423906
1206,DOJYAD_clean,H8C496O248Dy31,-9.26479834367998,-8.9312645183423,-5.142356463821931,-1.5981205049417198,-3.544235958880211,5.387028559462088,-0.062199999999997146,4.178928559462086,2.60119,2.22122,1.75166,0.527578067978162,32.0831,22.8419,79.1339,43.0271,1530.14,0.037099999999999994,0.1739,5.13155,0.17397424242424364,3.37275,4.957575757575756,0.3835877703917618,-2.539792881061244,7.844975981149153,1.3808844507845934,0.9497222039420441,63.346104725415074,31.673052362707537,0.0
1207,DOGMET_clean,H23C372N124O372P124Cl31Cu31Gd31,-7.444210574089234,-7.7464905630220136,-4.912185583046212,-0.22657846191946313,-4.685607121126749,3.060883441895265,-1.963000000000001,2.178883441895267,2.31666,1.98728,1.30132,0.3941110506569898,8.62581,10.4231,56.3683,35.9718,1246.26,0.012400000000000022,0.1775,5.29173,0.24906333333333386,3.84841,5.042666666666666,0.2319041947778339,-5.607476395184366,49.80111520221749,3.1468531468531467,0.6514671687734663,33.57400722021661,33.57400722021661,11.191335740072205
1211,DIYTEM_clean,H18C961N186O248Cd62,-5.028420061697796,-5.743370052242616,-6.076956544609689,-3.9680938688344987,-2.1088626757751903,3.634507376467426,0.2525000000000013,1.6313073764674226,3.48519,2.69991,0.786856,0.4608201720555213,14.5323,11.647,58.734,35.4506,2347.64,0.03839999999999999,0.3255,5.69184,0.4880966844919792,4.22362,5.203743315508021,0.3918104125131352,-0.6070841966094422,2.546463901983559,4.845365110156575,0.5374320133526745,65.15254237288136,16.8135593220339,12.610169491525424
1212,DOKHIV_clean,H7C434N31O217Cu62,-4.6417146085917755,-4.998432764156876,0.2941395714043247,0.5271120131817656,-0.23297244177744092,4.765460322379435,-0.021100000000000563,2.4289603223794343,2.78558,2.04607,1.65873,0.5797719189391775,22.1971,16.7439,63.6101,38.0142,1740.86,0.04890000000000003,0.2165,4.94515,0.23767336448598098,4.16374,4.707476635514019,0.2592948505997734,-1.3157728777670887,4.196956451272892,2.8948166877370416,0.6507711713423009,57.7896138482024,28.8948069241012,4.1278295605858855
1213,DOCKOW_clean,H2046C3224N124O1240Mn3Zn186,-5.49010214686705,-5.690111295284218,-3.9066612461086927,-0.02317416836783923,-3.8834870777408534,1.8066242175433649,-1.7678000000000011,1.1340242175433657,3.02429,2.69411,0.415139,0.3754613083913016,5.50633,7.73725,52.985,34.3901,1134.08,0.01200000000000001,0.2054,7.02229,0.4341267346938782,5.52444,6.588163265306122,0.6016157613999553,-1.7208616517790305,6.745632525995834,2.964636736306613,0.5872488323811933,47.25194196101422,18.173823831159314,1.8173823831159317
1214,DOLPIF_clean,H8C496O248Eu31,2.056406523564911,2.0041383338563583,10.20060100554086,1.9681857171175778,8.232415288423281,6.2282769545669225,1.8592000000000013,3.2427769545669207,3.33833,2.54931,1.09301,0.4261025207112999,37.0719,24.3956,73.3784,42.3979,1921.64,0.1901,0.058,4.37449,0.23246872340425462,3.76249,4.142021276595745,0.1138782457998691,-0.2676043970912822,2.7128368408607164,3.5182162054549075,0.39501532019986596,63.346104725415074,31.673052362707537,0.0
1215,CUQTAL_clean,H33C1302N93O279Cu31,-4.774426719114022,-4.944681493060637,-8.776944466656943,-6.487094685218237,-2.289849781438706,2.654831711621931,3.969299999999997,-0.7381682883780663,5.42408,4.60349,0.602552,0.5537576478896928,6.58738,6.48066,47.2952,29.0201,3066.57,0.02960000000000007,0.582,8.70493,1.3316308985879326,5.55409,7.373299101412067,1.0391468687219074,-0.5373965167055346,2.6394672700806647,14.981878780397482,0.48827846087587784,74.91369390103567,16.052934407364788,5.350978135788262
1216,DODMIT_clean,H6C372O186Er31,-5.742984753157244,-6.767633368412797,-11.079267638415283,-6.182401301367826,-4.896866337047457,1.8707670313653404,-3.1316000000000024,1.754267031365342,1.91523,2.014,1.12335,0.3129461375575728,7.34292,8.61042,59.9377,36.6367,2258.91,0.014800000000000035,0.4019,7.401,0.20472492836676182,4.90169,7.196275071633238,0.3499699438307243,-2.604850487536283,10.720924288361935,3.133305893550794,0.7261730288375657,62.52100840336135,31.260504201680675,0.0
1218,DITTEH_clean,H14C930O403Zn124,-5.748739355272869,-5.6719014757115644,-9.725134378387425,-6.5238552794797515,-3.2012790989076736,2.470622376803891,-2.6469999999999985,1.8730223768038874,2.11763,1.85435,0.896898,0.24074035830411505,10.4762,8.77568,54.8064,32.8703,3007.75,0.0413,0.5069,6.30846,0.47416915619389677,5.29611,5.834290843806103,0.4570513661685338,-1.5414975366778016,4.843455130849063,6.044086419512575,0.6970673959752108,63.222297756628144,27.396329027872195,0.0
1219,DAMYUO_clean,H40C1984O496Er93,-4.879316841577366,-5.149640991121298,-10.005757420795796,-7.2255910063784645,-2.780166414417331,2.3694745767039667,3.5325000000000024,-0.6950254232960358,5.10804,4.5367,0.560217,0.4668122533625866,2.69959,3.76967,43.0904,26.8958,2463.72,0.013500000000000068,0.6364,10.89652,1.220099201934703,9.21074,9.676420798065298,1.5455949049190012,-1.4130686469620226,3.8433032506320624,4.760449366251592,0.7797362855856454,75.92805204745503,18.98201301186376,0.0
1223,DONNAW01_SL,H5C248O155Ga31,-6.142453359153774,-6.7416349131522315,-13.25980658731664,-7.971855068122897,-5.287951519193744,1.453683393958488,-3.3735999999999997,1.3456833939584874,1.94755,1.94909,0.671921,0.2569551247071924,1.62451,4.37765,53.3773,33.1148,2289.76,0.010899999999999965,0.4737,6.81212,0.10712959692898227,6.59772,6.704990403071018,0.1756098501953522,-4.869208562835678,29.620578478524127,2.1150972065297853,0.8341900562916841,56.49202733485193,35.30751708428246,0.0
1224,CURYOE01_clean,H6C442N68Cl34Cd17,-5.264354826146366,-5.19503977286166,-9.83800997360218,-5.988762731758424,-3.8492472418437558,1.3457925310179046,-0.5124999999999993,0.20379253101790518,3.78994,3.34909,0.347059,0.42547331966834007,-0.912201,1.71846,43.6372,27.3844,1638.16,0.0032999999999999696,0.4313,11.19921,0.35830090909090906,9.38562,10.840909090909092,0.4744203811275852,-1.3585770476983918,3.0000313155954426,1.6813155190133608,0.9485672965277235,77.95414462081129,0.0,11.99294532627866
1225,DONNAW_clean,H4C248O155Ga31,-5.941046273543134,-6.816022653060306,-13.710782418036928,-8.38411242798514,-5.326669990051787,1.4893526630085185,-3.4604,1.441252663008517,1.78492,1.88044,1.08387,0.30284989436055826,2.39658,4.87966,55.0203,33.9539,2450.31,0.018100000000000005,0.477,6.86031,0.10665655532359075,6.58393,6.753653444676409,0.2184167095773145,-5.532909809096955,34.70170245206678,1.1629101009128278,0.9109953899025053,56.62100456621004,35.38812785388128,0.0
1226,DONNIE_clean,H4C248O155Ga31,-5.624726494254228,-6.293720612048185,-13.356769526274944,-8.366469366410298,-4.9903001598646455,1.3034204521835395,-3.379200000000001,1.2735204521835417,1.96113,2.00968,0.769796,0.3092147594984486,1.791,4.46139,53.3598,33.3612,2399.32,0.00990000000000002,0.5088,7.5064,0.05755384615384607,7.2923,7.448846153846154,0.2516839734373389,-5.372483608315614,33.171757659052275,1.1076338254329767,0.9002712617331103,56.62100456621004,35.38812785388128,0.0
1227,DONNEA_clean,H5C408O255Ga51,-6.19225414914785,-7.667164937330503,-13.550125160673414,-7.7959488964656005,-5.754176264207813,1.9129886731226895,-3.4288999999999987,1.7177886731226897,1.58839,1.6304,1.90827,0.3636053013583806,4.53922,6.34492,58.285,35.5424,2239.54,0.014400000000000024,0.4236,6.16665,0.13903805970149286,5.77241,6.027611940298507,0.2819773263823665,-4.767254045929864,27.201983680574862,1.2046515095042862,0.8722419444497379,56.74547983310153,35.46592489568845,0.0
1228,CIZPOS_clean,H7C403N62O248Cu31,-5.67331609345106,-9.339723974670738,-10.71580037355029,-6.94972642898588,-3.7660739445644094,5.573650030106329,6.998499999999996,1.749550030106331,2.6057,3.49697,3.9084,0.668888290872626,6.21777,6.85324,48.0437,30.1227,2985.16,0.031500000000000083,0.5124,11.29332,2.3534486173633447,4.17891,8.939871382636655,2.4191928145835777,-0.3077845171522944,1.3040489850190369,3.8424042587001432,0.8394863395278742,53.661784287616506,33.022636484687084,8.255659121171771
1229,DOQGUM_clean,H3C93O248P31La31,8.946022795863996,8.985094799344683,27.67920877207732,11.472818789982906,16.206389982094414,7.221295182749731,1.7822999999999993,6.419195182749732,2.96576,2.8993,1.64211,0.5254194161651539,57.2466,34.6676,83.1531,39.9507,1600.0,0.1193,0.0,4.04537,0.0844609090909092,3.49727,3.960909090909091,0.0727329543235259,-1.5165664158620655,3.596515088143477,1.665290393614093,0.9175475739277823,22.9064039408867,61.08374384236453,0.0
1230,DOQHAT_clean,H3C93O248P31Ce31,9.04389229622798,9.117311937483677,27.931455064362623,11.5874907133012,16.343964351061423,7.226652413577746,1.771799999999999,6.478452413577749,2.96482,2.89825,1.639,0.5221772868410317,57.8392,34.9934,83.7235,40.0503,1604.14,0.1296,0.0,4.03741,0.08468272727272774,3.49961,3.9527272727272726,0.0838928872367951,-1.6103018713217714,4.825713529926578,1.7633343048673855,0.7445680508177754,22.9064039408867,61.08374384236453,0.0
1231,DOQHIB_clean,H3C93O248P31Nd31,10.135948880521674,10.197817706706536,29.710624855782054,12.281813039983835,17.42881181579822,7.230994109091684,1.7684999999999995,6.5920941090916845,2.96584,2.89736,1.63244,0.5183348094675727,59.9269,36.2373,84.7499,40.3094,1601.18,0.1327,0.0,4.01999,0.07093339622641492,3.48593,3.949056603773585,0.0903298807817798,-1.5078312027424392,3.856118024907945,1.794888178913738,0.8489249848730599,22.9064039408867,61.08374384236453,0.0
1234,DIDDOK_clean,H13C620N31O155Zn31,-3.732622410276682,-3.6651075809057176,-9.427821877899607,-7.292306148542093,-2.1355157293575138,1.5295918515482039,-0.9565000000000019,0.1234918515482053,3.4678,2.86449,0.49411,0.41037044228434966,3.82858,4.05424,41.7343,25.4762,2709.39,0.010599999999999943,0.7459,9.9448,0.630627552031715,8.36742,9.314172447968286,1.0934562247094537,-2.1858994194061254,7.302116962145243,2.5448653053470416,0.7912987838615101,72.94117647058823,18.235294117647054,3.647058823529412
1235,DIWNAA_clean,H8C434O186Mg31,-5.406716727701624,-5.067047228429777,-11.372678590918452,-8.605450081898896,-2.7672285090195565,2.2998187194102204,-1.4878999999999998,1.065918719410222,2.54142,2.07195,1.53521,0.5275708082032036,7.13849,6.28669,50.3759,30.7953,3224.59,0.008499999999999952,0.6931,6.54062,0.8558805459057073,6.20317,5.684739454094292,0.5184706170566147,0.5908058997834884,1.8924020260879888,4.241606706799514,0.7128779152745698,65.85735963581183,28.224582701062214,0.0
1236,DOQHOH_clean,H3C93O248P31Sm31,10.933183030394506,10.978866755716215,30.985750450311244,12.812650692251943,18.1730997580593,7.194233002343086,1.7175000000000011,6.636933002343085,2.9642,2.88388,1.62698,0.5156682814280665,62.2719,37.2934,86.9798,40.6667,1596.88,0.1332,0.0,4.00981,0.1117147619047616,3.45447,3.8980952380952383,0.1195076824635154,-2.2734020935013257,12.26384096645128,3.049792531120332,0.5029710590352766,22.9064039408867,61.08374384236453,0.0
1237,DORFOG_clean,H4C124O155Mg31,5.760396597161453,5.776231285465471,18.859133913997244,7.306010213802708,11.553123700194536,5.7768924147290655,1.2806999999999995,3.7531924147290674,3.06764,2.61263,1.54587,0.538312170676822,41.9327,28.7839,72.4001,40.2729,1814.78,0.2086,0.0,4.07679,0.09618393939393899,3.80913,3.980606060606061,0.077769644071621,-4.055365800765951,18.209920522158797,1.146171009977687,0.9580487601136347,39.49044585987261,49.36305732484076,0.0
1239,DOLRAZ_clean,H6C578O238Mg51,-6.816256666699335,-7.74562913570374,-10.01007742221477,-5.274225040552778,-4.735852381661992,3.0097767540417477,-1.8071999999999946,2.2711767540417425,2.47973,2.35537,0.945371,0.3245494088441355,11.9437,11.3836,63.8089,38.6027,2003.68,0.02949999999999997,0.2952,5.91185,0.3727356088560896,4.3667,5.539114391143911,0.2960090470211278,-0.3862049445098065,3.4063721198066323,3.354236126969628,0.3373542932910853,66.20847651775487,27.262313860252004,0.0
1240,DOMKEX_clean,H21C868N62O279Na124,-6.783341161054125,-6.9436199157498955,-6.633802414017726,-2.5044888109775973,-4.129313603040129,2.8143063127097667,-0.22759999999999891,1.3556063127097664,3.50344,3.00396,0.714627,0.4845253021697436,8.84603,9.39593,56.794,35.1592,1723.63,0.017000000000000015,0.2815,5.86135,0.3072404109589044,5.25711,5.554109589041095,0.2269894428565438,-0.7052582239179385,4.900367216201303,2.8727762803234502,0.30556672517384126,64.10635155096013,20.605612998522897,4.579025110782866
1241,DORYUG_clean,H15C713N93O124Cu31,-2.464470568700855,-3.7402558631059795,-1.9559911435207311,-2.4271620418027977,0.4711708982820666,4.211426761388046,-0.6777000000000015,2.876426761388049,2.7629,2.14992,1.06542,0.3936176272548785,24.1493,17.3798,72.7862,43.4327,1258.21,0.0631,0.106,4.67713,0.22234739130434722,3.85293,4.454782608695653,0.1266583753463171,-0.5696430166815943,2.5547986440268944,3.5219707057256997,0.518433485766389,73.05327868852459,12.704918032786884,9.528688524590164
1242,DIBJIJ_clean,H60C2728N248O1023S248Eu186,-5.562567926888671,-7.429980574645649,-5.271044535980754,-1.3833227526268612,-3.887721783353893,3.542258791291756,-1.4562000000000026,2.5251587912917604,2.50925,2.14739,1.19093,0.3974091673075659,15.7588,15.8234,62.0148,37.9762,2142.96,0.03839999999999999,0.1849,6.24526,0.9789721212121218,4.25463,5.266287878787878,0.7536023641061709,-0.3029493663294062,2.295101049758439,7.235880398671096,0.47569945500844035,60.71667037614066,22.76875139105275,5.519697306921879
1243,DONKUO_clean,H2091C2448O1224Mn2,-5.025447993654343,-5.357576720547253,-3.32016228095198,-1.127782779085604,-2.192379501866376,3.165197218680877,0.7939000000000007,2.9473972186808766,3.87173,3.64129,0.448097,0.41111713277492473,18.7239,16.2423,61.4365,36.5944,2222.45,0.07290000000000002,0.2041,6.01601,0.9826766666666655,3.69426,5.033333333333334,0.7273540593470135,-0.0876407964950976,1.8936852119088443,7.792554436900024,0.5321269358145051,42.46313963573287,21.231569817866436,0.0
1244,DIRPIF_clean,H18C1023N31O186Zn31,-5.547207842921663,-6.422229569288427,-9.804844532118832,-6.256393605424857,-3.5484509266939748,2.873778642594452,4.9727,-0.9545213574055467,5.61873,4.97946,0.633357,0.5361105820285208,3.14371,4.52637,47.109,29.3001,2255.86,0.0121,0.495,8.541,0.8924469453376211,6.09574,7.648553054662379,0.8943496242525273,-0.907817830472628,3.009907393769733,4.660916078355782,0.6060429689962683,79.36384794414273,14.42979053529868,2.4049650892164465
1245,DORFUM_clean,H1224C1326N255O510K102Fe1,-5.818404917681351,-9.717683305705147,-7.65768205748933,-3.348613655478863,-4.3090684020104675,5.40861490369468,-0.031999999999996476,4.736414903694676,2.25531,2.69424,2.29863,0.4998766856449625,20.0609,15.3674,64.052,38.5303,1319.72,0.0643,0.226,5.52365,1.0533601449275363,3.87336,4.470289855072464,0.2158264937497869,-0.933010367118165,3.6506345082537215,4.674521354933726,0.5123789688945688,38.79461673493271,14.92100643651258,7.46050321825629
1246,DOTSOV02_clean,H2C186O124Cu31,-5.166613262456363,-7.065789487493816,-9.35356304801539,-6.982775873541181,-2.3707871744742093,4.695002313019606,12.706699999999998,-3.0049976869803894,4.58851,5.24486,2.89467,0.8032814670178142,3.06514,3.93471,41.173,25.6578,2506.5,0.012800000000000034,0.6846,13.82778,1.3443714221218972,6.80079,12.483408577878103,2.012193671173371,-2.1018776448762875,7.405384950666252,2.499732511336424,0.7316148546124195,54.227405247813415,36.15160349854228,0.0
1247,DOHXUV_clean,H24C1116N372Cl31Ag93,-5.498457679277937,-5.799614342002068,-7.099325679466253,-3.2348633367859456,-3.8644623426803077,1.9351519993217599,-0.36070000000000135,0.5720519993217641,3.63998,3.07136,0.582522,0.4542541023612647,4.41299,7.30031,51.4351,33.2236,1931.06,0.017100000000000004,0.296,8.53866,0.29368645502645485,2.78888,8.244973544973545,0.6349508370241729,-3.1361340190722133,12.762737328694437,2.105322095833088,0.8489821819979769,68.21515892420537,0.0,22.73838630806846
1248,DONXUB_clean,H306C408N204O204S51Co1,-8.813188646034563,-8.871153317788277,-9.323047828703526,-4.716466764147381,-4.606581064556145,4.264572253232132,0.10889999999999844,2.6393722532321364,3.25906,2.59788,0.819092,0.43154825911413003,19.0181,16.6381,70.1087,42.3184,1987.86,0.03900000000000001,0.2149,5.45263,0.32081181818181825,4.47027,5.131818181818182,0.2567035142238534,-2.700769862738472,18.72637049604122,3.4277620396600565,0.4429132625155409,34.75298126064736,17.37649063032368,17.37649063032368
1249,DOTSOV03_clean,H2C186O124Cu31,-5.167682117013447,-7.062446244944207,-9.342407683964204,-6.973745609183119,-2.368662074781085,4.693784170163122,12.686200000000003,-3.00061582983688,4.58649,5.2419,2.89454,0.8035129254178913,3.1116,3.95386,41.3128,25.6858,2506.7,0.013000000000000012,0.6845,13.82942,1.3462371557562083,6.79428,12.483182844243792,2.012875996977724,-2.1023581378884817,7.407596128050311,2.499764352223369,0.7316691739473183,54.227405247813415,36.15160349854228,0.0
1250,DOTSOV07_clean,H2C186O124Cu31,-5.15912590590795,-7.053552802841178,-9.34635142449392,-6.977291852583014,-2.3690595719109053,4.684493230930273,12.612799999999996,-2.9848067690697233,4.5818,5.22561,2.88884,0.8039327413932523,3.07145,3.94021,41.1772,25.6595,2506.83,0.012600000000000056,0.6847,13.83672,1.3501511512415316,6.79669,12.486568848758468,2.003611347133328,-2.090319988704915,7.352707187442395,2.5096742841797,0.730266760024079,54.227405247813415,36.15160349854228,0.0
1251,DOTSOV04_clean,H2C186O124Cu31,-5.177889834887454,-7.052181932890636,-9.351508503681533,-6.983143014422471,-2.3683654892590615,4.683816443631574,12.654899999999998,-2.999883556368424,4.59026,5.23249,2.88609,0.8035412332027043,3.10677,3.91742,41.3133,25.6163,2507.97,0.012800000000000034,0.6848,13.83083,1.3455988838782424,6.79486,12.485231116121758,2.011712190819942,-2.1038302744391344,7.412827641416022,2.4936183295141565,0.731988127355155,54.227405247813415,36.15160349854228,0.0
1252,DOTSOV05_clean,H2C186O124Cu31,-5.152927140672285,-7.042163264169599,-9.3416212605094,-6.975569593999844,-2.3660516665095566,4.676111597660042,12.628800000000002,-3.0030884023399596,4.59705,5.2328,2.87869,0.8040498451182241,3.08771,3.91299,41.2312,25.6062,2506.51,0.012600000000000056,0.6845,13.83304,1.3496314221218917,6.78825,12.483408577878109,2.012726469204429,-2.1014233485823177,7.400336303310083,2.495885741901843,0.7318559411339749,54.227405247813415,36.15160349854228,0.0
1253,DOTSOV06_clean,H2C186O124Cu31,-5.14461611777356,-7.040796233167764,-9.346915350366428,-6.97992854502835,-2.3669868053380787,4.673809427829685,12.6024,-2.9959905721703137,4.59371,5.22604,2.87775,0.8041383337954099,3.07142,3.94536,41.1829,25.6647,2506.87,0.012800000000000034,0.6847,13.83537,1.3470949154453198,6.78893,12.48827508455468,2.002348694437181,-2.0915844530831804,7.360218164508389,2.503234160883993,0.7302399744475864,54.227405247813415,36.15160349854228,0.0
1254,DOPJAV_clean,H5C217N31O155Cu31,-5.043094502396954,-5.041350989250388,-5.675086286607364,-2.3585293904946596,-3.3165568961127043,1.7247940931376835,0.5932000000000031,0.43889409313767835,4.93989,4.39756,0.0347124,0.5462766675289777,3.99512,6.36877,46.3609,29.9476,1963.77,0.01579999999999998,0.3099,7.58106,0.5252959249329754,6.45287,7.0557640750670245,0.6547416395653425,-2.0379222922098905,9.21336664619564,3.193449170243533,0.5593099099354556,49.43052391799544,35.30751708428246,7.0615034168564925
1255,DOTSOV10_clean,H2C186O124Cu31,-5.147050116443997,-7.038227095343471,-9.336090759383408,-6.970958618895812,-2.365132140487596,4.673094954855875,12.556400000000004,-2.980605045144129,4.58508,5.21697,2.8798,0.8044709175900278,3.09597,3.94406,41.2656,25.658,2505.49,0.012500000000000067,0.6848,13.8411,1.3510322799097043,6.78385,12.490067720090297,1.9940749129342343,-2.078502074428675,7.3001639015156865,2.5042460745343997,0.7287741679744631,54.227405247813415,36.15160349854228,0.0
1256,DOTSOV08_clean,H2C186O124Cu31,-5.16016294163654,-7.0386170019360526,-9.338256128038315,-6.97189966810537,-2.3663564599329456,4.672260542003107,12.556199999999997,-2.981839457996889,4.5869,5.21777,2.87822,0.8045051531515917,3.0788,3.93404,41.2103,25.6437,2506.74,0.012600000000000056,0.6848,13.83906,1.349556613995487,6.78313,12.489503386004513,1.9942729462323645,-2.077229818929891,7.295040205068909,2.5000828057123203,0.7285612650850775,54.227405247813415,36.15160349854228,0.0
